srl_number,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,dwh_date
902,Munchies,Satyam Pulses Masur Dal,87,6,6,81,500,FALSE,500,15:33.1
903,Munchies,Delight Nuts Pista Roasted & Salted,425,20,6,340,200,FALSE,200,15:33.1
905,Munchies,Hershey's Cocoa Powder,95,0,5,95,70,FALSE,70,15:33.1
906,Munchies,Praakritik Organic Singhara Atta,240,6,4,225,500,FALSE,500,15:33.1
907,Munchies,Gits Veg Biryani Ready to Eat,110,10,6,99,265,FALSE,265,15:33.1
908,Munchies,Delight Nuts Cranberries Sliced ,299,20,6,239,200,FALSE,200,15:33.1
909,Munchies,Borges Durum Wheat Pasta Superior Quality,250,40,6,149,500,FALSE,500,15:33.1
910,Munchies,Ceres Foods Laal Maas Instant Liquid Masala,220,50,5,110,200,FALSE,200,15:33.1
911,Munchies,Popular Essentials Sattu Atta,90,12,3,79,500,FALSE,500,15:33.1
912,Munchies,Popular Essentials Mustard Seeds Rai Yellow,25,0,5,25,100,FALSE,100,15:33.1
913,Munchies,Praakritik Organic Extra Virgin Coconut Oil,150,10,5,134,100,FALSE,100,15:33.1
914,Munchies,Praakritik Organic Garlic Powder,110,1,5,108,100,FALSE,100,15:33.1
915,Munchies,Sugarfree Gold Low Calorie Sweetner ,125,5,6,118,100,FALSE,100,15:33.1
916,Munchies,Aashirvaad Breakfast Instant Mix - Rice Idli,75,30,6,52,200,FALSE,200,15:33.1
917,Munchies,Kitchens Of India Mutter Paneer,130,4,6,124,285,FALSE,285,15:33.1
918,Munchies,Ching's Secret Veg Manchurian Masala,44,0,6,44,60,FALSE,60,15:33.1
919,Munchies,Popular Essentials Jowa Flour,50,2,5,49,500,FALSE,500,15:33.1
920,Munchies,Everest Shahi Biryani Masala,245,0,6,245,200,FALSE,200,15:33.1
921,Munchies,Popular Essentials Black Til,50,6,4,47,100,FALSE,100,15:33.1
922,Munchies,Popular Essentials Pancharatna Dal,80,10,6,72,500,FALSE,500,15:33.1
923,Munchies,Saffola 100% Pure Honey,475,8,2,437,1000,FALSE,750,15:33.1
924,Munchies,Popular Essentials Tamarind,150,14,6,128,500,FALSE,500,15:33.1
925,Munchies,Gits Rice Dosa Instant Breakfast Mix,60,5,5,57,200,FALSE,200,15:33.1
926,Munchies,Popular Essentials Poppy Seeds (Gasagase),280,7,6,260,100,FALSE,100,15:33.1
927,Munchies,Hershey's Hot Chocolate Powder,210,0,4,210,250,FALSE,250,15:33.1
928,Munchies,Borges Farfalle Durum Wheat Pasta ,250,0,5,250,500,FALSE,500,15:33.1
929,Munchies,Satyam Chilli  Bedgi,82,10,5,73,100,FALSE,100,15:33.1
930,Munchies,Aashirvaad Instant Mix - Rice Dosa,75,30,6,52,200,FALSE,200,15:33.1
931,Munchies,Hershey's Cocoa - Natural Unsweetened,270,10,4,243,225,FALSE,225,15:33.1
932,Munchies,Weikfield Veg Jelly Crystals - Mango,45,2,6,44,90,FALSE,90,15:33.1
933,Munchies,Praakritik Orrganic Cold Pressed Sesame Oil,130,10,5,117,100,FALSE,100,15:33.1
934,Munchies,Amulya Dairy Whitener ,380,2,4,372,1000,FALSE,1,15:33.1
935,Munchies,ITC Master Chef Hyderabadi Biryani,75,30,5,52,80,FALSE,80,15:33.1
936,Munchies,Flying Bird Butter Scotch Essence,50,2,6,49,20,FALSE,20,15:33.1
937,Munchies,Dabur Hommade - Ginger Paste,50,6,6,47,200,FALSE,200,15:33.1
938,Munchies,Popular Essentials Green Peas (Un-Polished),120,10,5,108,500,FALSE,500,15:33.1
939,Munchies,Quaker Oats Pouch,276,10,6,248,1500,FALSE,1,15:33.1
940,Munchies,24 Mantra Organic Urad White Whole,145,15,4,122,500,FALSE,500,15:33.1
941,Munchies,Popular Essentials Guntur Chilli Stemless,40,2,2,39,100,FALSE,100,15:33.1
942,Munchies,Popular Essentials Moth Whole,90,10,6,81,500,FALSE,500,15:33.1
943,Munchies,Keya Pizza Seasoning,109,17,6,90,45,FALSE,45,15:33.1
944,Munchies,Keya Piri Piri | Exotic Spices Mix,109,20,6,87,80,FALSE,80,15:33.1
945,Munchies,24 Mantra Organic Moong Dal,135,7,6,125,500,FALSE,500,15:33.1
946,Munchies,Betty Crocker French Vanilla Cake Mix,310,10,6,276,520,FALSE,520,15:33.1
947,Munchies,Delight Nuts Dried Cranberries ,340,20,6,272,200,FALSE,200,15:33.1
948,Munchies,Everest Kesari Milk Masala,205,0,2,205,50,FALSE,50,15:33.1
949,Munchies,Tong Garden Salted Cocktail Nuts,295,9,5,266,160,FALSE,160,15:33.1
950,Munchies,MTR Uttapam Mix,165,5,6,156,500,FALSE,500,15:33.1
951,Munchies,Gits Khaman Dhokla Instant Snack Mix,65,6,6,61,180,FALSE,180,15:33.1
952,Munchies,Happilo Premium 100% Natural Whole Cashews,335,29,6,235,200,FALSE,200,15:33.1
953,Munchies,Everest Dry Mango Powder,80,0,5,80,100,FALSE,100,15:33.1
954,Munchies,Dabur Hommade - Ginger Garlic Past Tub,110,5,6,104,400,FALSE,400,15:33.1
955,Munchies,Everest Chicken Masala,147,10,6,132,200,FALSE,200,15:33.1
956,Munchies,Gits Medu Vada Instant Snack Mix,90,4,6,86,200,FALSE,200,15:33.1
957,Munchies,Weikfield Drinking Chocolate Powder,65,10,6,58,100,FALSE,100,15:33.1
958,Munchies,Popular Essentials Regular White Lobia,70,10,6,63,500,FALSE,500,15:33.1
959,Munchies,Puro Healthy Salt Crystal,135,7,6,125,1000,FALSE,1,15:33.1
960,Munchies,Popular Essentials Premium Jeera Rice,140,0,5,140,1000,FALSE,1,15:33.1
961,Munchies,Smith & Jones Shahi Paneer Masala Mix,44,0,6,44,60,FALSE,60,15:33.1
962,Munchies,Betty Crocker Mug Treats - Chocolate Mix - Pack of 4,200,11,6,178,264,FALSE,264,15:33.1
963,Munchies,Smith & Jones Pasta Masala,60,10,5,54,108,FALSE,108,15:33.1
964,Munchies,Catch Black Pepper Sprinkler,100,0,1,100,50,FALSE,50,15:33.1
965,Munchies,Weikfield Cooker Cake Mix - Chocolate,95,6,6,89,150,FALSE,150,15:33.1
966,Munchies,ITC Master Chef Butter Chicken,75,30,6,52,80,FALSE,80,15:33.1
967,Munchies,Masala Oats Masala & Coriander ,195,9,5,176,500,FALSE,500,15:33.1
968,Munchies,Smith & Jones Mutter Paneer Masala,42,0,6,42,60,FALSE,60,15:33.1
969,Munchies,Kitchens of India Dal Bukhara Gravy Mix,110,30,6,77,285,FALSE,285,15:33.1
970,Munchies,Popular Essentials Fried Gram (Bengal Gram),70,10,6,63,500,FALSE,500,15:33.1
971,Munchies,Gits Jalebi with Maker Dessert Mix,75,16,6,63,100,FALSE,100,15:33.1
972,Munchies,Popular Essentials Soya Beans ,80,6,6,75,500,FALSE,500,15:33.1
973,Munchies,24 Mantra Organic Roasted Bengal Gram Dal,105,7,6,97,500,FALSE,500,15:33.1
974,Munchies,Keya Italian Seasoning,109,10,6,98,35,FALSE,35,15:33.1
975,Munchies,MTR Idli/Dosa/Chilly Chutney Powder,115,0,3,115,200,FALSE,200,15:33.1
976,Munchies,Delight Nuts Trail Mix ,399,25,6,299,200,FALSE,200,15:33.1
977,Munchies,Praakritik Organic Chilka Moong Dal,120,10,6,108,500,FALSE,500,15:33.1
978,Munchies,Smith & Jones Garlic & Herbs Masala Mix,99,0,6,99,75,FALSE,75,15:33.1
979,Munchies,Eastern Tamarind,63,0,6,63,200,FALSE,200,15:33.1
980,Munchies,Tong Garden Wasabi Coated Greenpeas Tin,200,11,6,178,180,FALSE,180,15:33.1
981,Munchies,Flying Bird Pineapple Artifical Food Essence,50,2,6,49,20,FALSE,20,15:33.1
982,Munchies,Mother's Recipe Tamarind Paste,50,2,2,49,200,FALSE,200,15:33.1
983,Munchies,Japanese Choice Udon Noodles,295,9,6,266,250,FALSE,250,15:33.1
984,Munchies,Pantai Coconut Milk,150,0,4,150,400,FALSE,400,15:33.1
985,Munchies,Praakritik Organic Masoor Dal,130,10,6,116,500,FALSE,500,15:33.1
986,Munchies,Popular Essentials Classic Sona Masuri Rice,430,10,6,387,5000,FALSE,5,15:33.1
987,Munchies,Popular Essentials Salted Murmure ,70,18,6,57,400,FALSE,400,15:33.1
988,Munchies,Oleev Active Oil (Pouch),265,9,6,239,1000,FALSE,1,15:33.1
989,Munchies,Delight Nuts Dried Blueberries ,540,20,6,432,150,FALSE,150,15:33.1
990,Munchies,Popular Essentials Double Beans White,60,10,6,54,250,FALSE,250,15:33.1
991,Munchies,Delight Nuts Almond Natural ,349,20,6,279,200,FALSE,200,15:33.1
992,Munchies,Praakritik Organic Jaggery,160,6,6,150,900,FALSE,900,15:33.1
993,Munchies,Praakritik Organic Raw Sugar,90,6,6,84,500,FALSE,500,15:33.1
994,Munchies,MTR Masala - Sambar Powder,115,0,4,115,200,FALSE,200,15:33.1
995,Munchies,RRO Til Dil Premium Til Oil Bottle,173,6,6,162,500,FALSE,500,15:33.1
996,Munchies,ITC Master Chef Vegetable Biryani Cooking Paste,75,30,5,52,80,FALSE,80,15:33.1
997,Munchies,Jivana Jaggery,100,0,2,100,950,FALSE,950,15:33.1
998,Munchies,Praakritik Organic Besan,170,6,6,159,500,FALSE,500,15:33.1
999,Munchies,MTR Instant Gulab Jamun Mix,195,9,6,176,500,FALSE,500,15:33.1
1000,Munchies,Maggi Magic Cubes Extra Chicken,199,0,2,199,240,FALSE,240,15:33.1
1001,Munchies,On1y Mixed Herbs,99,0,6,99,14,FALSE,14,15:33.1
1002,Munchies,Popular Essentials Urad Gola Black (Un-Polished),80,10,6,72,500,FALSE,500,15:33.1
1003,Munchies,Gits Dessert Mix China Grass Bombay Halwa,55,0,4,55,80,FALSE,80,15:33.1
1004,Munchies,Praakritik Organic Basmati Rice,170,0,5,170,500,FALSE,500,15:33.1
1005,Munchies,Ceres Foods Nalli Nihari Instant Liquid Masala,220,50,6,110,200,FALSE,200,15:33.1
1006,Munchies,Borges Canola Oil Pet Bottle,399,0,6,399,1000,FALSE,1,15:33.1
1007,Munchies,Suhana Biryani Masala,66,0,6,66,50,FALSE,50,15:33.1
1008,Munchies,On1y Black Salt Grinder,99,0,6,99,100,FALSE,100,15:33.1
1009,Munchies,Popular Essentials Nylon Til,40,2,6,39,100,FALSE,100,15:33.1
1010,Munchies,Pillsbury Rich Choco Oven Cake Mix - Egg Free,170,6,6,159,270,FALSE,270,15:33.1
1011,Munchies,Weikfield Tomato Salsa Instant Pasta,25,0,1,25,77,FALSE,77,15:33.1
1012,Munchies,Praakritik Organic Jowar Atta,110,6,6,103,500,FALSE,500,15:33.1
1013,Munchies,Sugarfree Gold Low Calorie Sweetner ,270,7,6,251,50,FALSE,50,15:33.1
1014,Munchies,Epicurea Thai Jasmine Rice,295,0,4,295,500,FALSE,500,15:33.1
1015,Munchies,Yummiez Chicken Garlic Fingers Pouch,250,0,5,250,400,FALSE,400,15:33.1
1016,Munchies,RRO Primio Refined Groundnut (Jar),490,11,6,436,2000,FALSE,2,15:33.1
1017,Munchies,Praakritik Organic Tuvar Dal,140,0,6,140,500,FALSE,500,15:33.1
1018,Munchies,Sugarfree Gold Low Calorie Sweetner,185,5,3,175,300,FALSE,300,15:33.1
1019,Munchies,Cantina Beans Mexican Beans,250,14,6,213,410,FALSE,410,15:33.1
1020,Munchies,Pillsbury Oven Cake Mix - Vanilla,175,10,6,156,225,FALSE,225,15:33.1
1021,Munchies,Hershey's Chocolate Milk Booster,200,0,6,200,450,FALSE,450,15:33.1
1022,Munchies,Popular Essentials Byadagi Chilli Stemless,80,0,6,80,100,FALSE,100,15:33.1
1023,Munchies,Suhana Spice Mix - Chicken Biryani,66,0,6,66,50,FALSE,50,15:33.1
1024,Munchies,Praakritik Organic Yellow Moon Dal,135,0,6,135,500,FALSE,500,15:33.1
1025,Munchies,Maggi Magic Cubes Extra Chicken,199,10,6,179,240,FALSE,240,15:33.1
1026,Munchies,Dhara Filtered Groundnut Oil (Jar),1050,0,2,1050,5000,FALSE,5,15:33.1
1027,Munchies,24 Mantra Sona Masuri Brown Rice,475,10,6,423,5000,FALSE,5,15:33.1
1028,Munchies,24 Mantra Organic Pancharatna Dal - Split,130,7,6,120,500,FALSE,500,15:33.1
1029,Munchies,24 Mantra Organic Cumin Powder,70,0,6,70,100,FALSE,100,15:33.1
1030,Munchies,Popular Essentials Samba Broken Wheat,100,11,6,89,500,FALSE,500,15:33.1
1031,Munchies,Betty Crocker Chocolate Fudge Cake Mix,295,0,6,295,475,FALSE,475,15:33.1
1032,Munchies,Borges Extra Light Olive Oil Bottle ,2600,46,6,1399,2000,FALSE,2,15:33.1
1033,Munchies,Flying Bird Premium Orange Artificial Food Essence,60,0,6,60,20,FALSE,20,15:33.1
1034,Munchies,Popular Essentials Red Cherry/Gundu Chilli,95,0,6,95,100,FALSE,100,15:33.1
1035,Munchies,Super Saver Kolam Rice Sortex Clean ,700,10,3,630,5000,FALSE,5,15:33.1
1036,Munchies,Flying Bird Food Essence - Kewra,50,0,6,50,20,FALSE,20,15:33.1
1037,Munchies,MTR Vada Breakfast,200,0,1,200,500,FALSE,500,15:33.1
1038,Munchies,On1y Pasta Seasoning,99,0,6,99,30,FALSE,30,15:33.1
1039,Munchies,Praakritik Organic Indrayani Rice,70,0,6,70,500,FALSE,500,15:33.1
1040,Munchies,On1y Pizza Seasoning,99,0,6,99,28,FALSE,28,15:33.1
1041,Munchies,Kitchens of India Mutter Paneer Mix,120,30,4,84,285,FALSE,285,15:33.1
1042,Munchies,Aashirvaad Svasti Cow Ghee Tetra Pack,295,0,6,295,500,FALSE,500,15:33.1
1043,Munchies,Weikfield Cooker Cake Mix - Vanilla,95,0,6,95,150,FALSE,150,15:33.1
1044,Munchies,Praakritik Organic Kapli Wheat Atta,165,10,6,147,1000,FALSE,1,15:33.1
1045,Munchies,Epicurea Sushi Rice,295,0,6,295,500,FALSE,500,15:33.1
1046,Munchies,Sugarfree Natural Green Stevia Leaves Zero Calorie,75,0,2,75,100,FALSE,100,15:33.1
1047,Munchies,Smith & Jones Italian Spices Masala Mix,99,0,6,99,75,FALSE,75,15:33.1
1048,Munchies,Satyam Nighties Spices  Chilli Bore,89,10,6,80,100,FALSE,100,15:33.1
1049,Munchies,Weikfield Veg Jelly Crystals - Orange,45,2,6,44,90,FALSE,90,15:33.1
1050,Munchies,Praakritik Organic Jumbo Rolled Oats,190,11,6,169,500,FALSE,500,15:33.1
1051,Munchies,On1y Sea Salt Grinder,89,0,6,89,100,FALSE,100,15:33.1
1052,Munchies,Delight Nuts Berries Mix ,399,20,6,319,200,FALSE,200,15:33.1
1053,Munchies,Everest Kesari Milk Masala,205,0,6,205,50,FALSE,20,15:33.1
1054,Munchies,Praakritik Organic Ginger Powder,139,10,6,125,100,FALSE,100,15:33.1
1055,Munchies,Suhana Mutton Gravy Mix,45,0,4,45,80,FALSE,80,15:33.1
1056,Munchies,On1y Salad Seasoning Grinder,139,0,6,139,45,FALSE,45,15:33.1
1057,Munchies,Figaro Pure Olive Oil,325,8,1,299,200,FALSE,200,15:33.1
1058,Munchies,Madhur Sugar,60,6,0,56,1000,TRUE,1,15:33.1
1059,Munchies,Amul Fresh Cream,63,0,0,63,250,TRUE,250,15:33.1
1060,Munchies,Madhur Pure And Hygienic Sugar,295,9,0,266,5000,TRUE,5,15:33.1
1061,Munchies,Satyam Poha Jada,35,8,0,32,500,TRUE,500,15:33.1
1062,Munchies,Aashirvaad Superior MP Whole Wheat Atta,53,1,0,52,1000,TRUE,1,15:33.1
1063,Munchies,Fortune Soyabean Oil,210,13,0,181,1000,TRUE,1,15:33.1
1064,Munchies,Maggi Masala Ae Magic,58,6,0,54,72,TRUE,72,15:33.1
1065,Munchies,Aashirvaad Iodised Salt ,22,13,0,19,1000,TRUE,1,15:33.1
1066,Munchies,Maggi 2-Minute Instant Noodles - Masala,44,0,0,44,280,TRUE,280,15:33.1
1067,Munchies,Popular Essentials Phool Makhana (Jumbo Size),150,14,0,128,100,TRUE,100,15:33.1
1068,Munchies,Aashirvaad Atta With Mutigrains,315,8,0,287,5000,TRUE,5,15:33.1
1069,Munchies,Tata Sampann Poha,44,6,0,41,500,TRUE,500,15:33.1
1070,Munchies,Fortune Besan Flour,120,0,0,120,1000,TRUE,1,15:33.1
1071,Munchies,Popular Essentials Toor Dal (Un-Polished),80,7,0,74,500,TRUE,500,15:33.1
1072,Munchies,Everest Tikhalal Hot & Red Chilly Powder,47,2,0,46,100,TRUE,100,15:33.1
1073,Munchies,Popular Essentials Chia Seeds,50,2,0,49,100,TRUE,100,15:33.1
1074,Munchies,Tata Sampann Unpolished Toor Dal/Arhar Dal,179,1,0,177,1000,TRUE,200,15:33.1
1075,Munchies,Everest Coriander Powder,32,3,0,31,100,TRUE,100,15:33.1
1076,Munchies,Satyam Thin Poha Patla,38,7,0,35,500,TRUE,500,15:33.1
1077,Munchies,Popular Essentials Sona Masouri Raw Rice,75,0,0,75,1000,TRUE,1,15:33.1
1078,Munchies,Tata Sampann High Protien Chana Dal - Split,64,0,0,64,500,TRUE,500,15:33.1
1079,Munchies,Satyam Singdana ,119,6,0,111,500,TRUE,500,15:33.1
1080,Munchies,Tata Sampann Moong Chilka ,88,6,0,82,500,TRUE,500,15:33.1
1081,Munchies,Tata Sampann High Protien Toor Dal - Split,91,2,0,89,500,TRUE,500,15:33.1
1082,Munchies,Ching's Chow Mein Hakka Noodles Masala,10,0,0,10,20,TRUE,20,15:33.1
1083,Munchies,Everest Chat Masala,65,9,0,59,100,TRUE,100,15:33.1
1084,Munchies,Popular Essentials Black Brown Chana (Un-Polished),55,9,0,50,500,TRUE,500,15:33.1
1085,Munchies,Dabur Ginger Garlic Paste,50,6,0,47,200,TRUE,200,15:33.1
1086,Munchies,Ching's Secret Veg Hakka Noodles,107,0,0,107,600,TRUE,600,15:33.1
1087,Munchies,Saffola Oats 100 % Natural,15,0,0,15,38,TRUE,38,15:33.1
1088,Munchies,Everest Kashmiri Lal Chilli Powder,310,10,0,279,500,TRUE,500,15:33.1
1089,Munchies,Popular Essentials Black Raisins Seedless,60,10,0,54,100,TRUE,100,15:33.1
1090,Munchies,Daawat Rozana Super Basmati Rice,79,0,0,79,1000,TRUE,1,15:33.1
1091,Munchies,Everest Cumin Powder (Jeera),30,3,0,29,50,TRUE,50,15:33.1
1092,Munchies,Everest Sambhar Masala,34,2,0,33,50,TRUE,50,15:33.1
1093,Munchies,Maggi Chilly Chow Cuppa Noodles,50,0,0,50,70,TRUE,70,15:33.1
1094,Munchies,Popular Essentials Mustard Seeds Rai Big,20,0,0,20,100,TRUE,100,15:33.1
1095,Munchies,Patanjali Cow's Ghee,565,0,0,565,1000,TRUE,1,15:33.1
1096,Munchies,Everest Amchur Powder,42,2,0,41,50,TRUE,50,15:33.1
1097,Munchies,Daawat Super Basmati Rice,185,8,0,169,1000,TRUE,1,15:33.1
1098,Munchies,Popular Essentials Sabudana,60,10,0,54,500,TRUE,500,15:33.1
1099,Munchies,Popular Essentials Brown Sugar,40,0,0,40,500,TRUE,500,15:33.1
1100,Munchies,Everest Coriander Powder,70,10,0,63,200,TRUE,200,15:33.1
1101,Munchies,Sunfeast Yippee! Magic Masala Noodles,48,6,0,45,240,TRUE,240,15:33.1
1102,Munchies,Tata Tea Gold,35,0,0,35,100,TRUE,200,15:33.1
1103,Munchies,Daawat Rozana Gold Basmati Rice,90,1,0,89,1000,TRUE,1,15:33.1
1104,Munchies,Top Ramen Masala,91,9,0,82,560,TRUE,560,15:33.1
1105,Munchies,Everest Turmeric Powder,67,10,0,60,200,TRUE,200,15:33.1
1106,Munchies,Popular Essentials Buckwheat Flour (Kuttu Atta),125,9,0,113,500,TRUE,500,15:33.1
1107,Munchies,Keya Italian Pizza Oregano,109,11,0,97,80,TRUE,80,15:33.1
1108,Munchies,Chef's Basket Durum Wheat Penne Pasta,160,50,0,80,500,TRUE,500,15:33.1
1109,Munchies,Tata Sampann Kala Chana,125,0,0,125,1000,TRUE,1,15:33.1
1110,Munchies,India Gate Basmati Rice,210,0,0,210,1000,TRUE,1,15:33.1
1111,Munchies,24 Mantra Organic Whole Wheat Atta,64,7,0,59,1000,TRUE,1,15:33.1
1112,Munchies,Zorabian Chicken Kheema Parathas,190,0,0,190,300,TRUE,300,15:33.1
1113,Munchies,Sunfeast Pasta Treat Pack of Tomato Cheese,28,17,0,23,65,TRUE,65,15:33.1
1114,Munchies,Sugarlite 50% Less Calories Sugar Pouch,99,40,0,59,500,TRUE,500,15:33.1
1115,Munchies,Popular Essentials Sabja/Basil Seeds,60,15,0,51,100,TRUE,100,15:33.1
1116,Munchies,Patanjali Pure Honey,95,0,0,95,250,TRUE,250,15:33.1
1117,Munchies,Weikfield Falooda Mix - Mango,49,2,0,48,200,TRUE,200,15:33.1
1118,Munchies,Pro Nature Organic Sonamasoori Brown Rice,102,7,0,94,1000,TRUE,1,15:33.1
1119,Munchies,Maggi Special Masala Spicy Yummy Noodles,72,0,0,72,280,TRUE,280,15:33.1
1120,Munchies,Godrej Yummiez Chicken Breakfast Salami,150,4,0,143,250,TRUE,250,15:33.1
1121,Munchies,Everest Saffron Kesar,120,0,0,120,1,TRUE,0,15:33.1
1251,Beverages,Mother Dairy Toned Milk Pouch,25,0,4,25,500,FALSE,500,15:33.1
1252,Beverages,Mother Dairy Classic Curd,30,3,6,29,400,FALSE,400,15:33.1
1253,Beverages,Mother Dairy Ultra Full Cream Milk,31,0,4,31,500,FALSE,500,15:33.1
1254,Beverages,Amul Butter - Pasteurised,50,2,6,49,100,FALSE,100,15:33.1
1255,Beverages,Britannia Sandwich White Bread,33,0,4,33,350,FALSE,350,15:33.1
1256,Beverages,iD Curd Pouch,35,2,6,34,400,FALSE,400,15:33.1
1257,Beverages,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1,15:33.1
1258,Beverages,Britannia 100% Whole Wheat Bread,45,0,4,45,450,FALSE,450,15:33.1
1259,Beverages,Britannia Healthy Slice Sandwich Bread,40,0,4,40,450,FALSE,450,15:33.1
1260,Beverages,Gowardhan Classic Block Fresh Paneer,89,8,6,81,200,FALSE,200,15:33.1
1261,Beverages,Amul Processed Cheese Cubes,106,4,6,101,200,FALSE,200,15:33.1
1262,Beverages,Britannia Pav,22,0,4,22,250,FALSE,250,15:33.1
1263,Beverages,Amul Butter - Pasteurised,245,2,6,240,500,FALSE,500,15:33.1
1264,Beverages,Arden Eggs White,97,0,4,97,696,FALSE,12,15:33.1
1265,Beverages,Arden Eggs White,65,15,4,55,348,FALSE,6,15:33.1
1266,Beverages,Nestle A+ Nourish Dahi,35,2,6,34,200,FALSE,200,15:33.1
1267,Beverages,Britannia Burger Bun with Sesame Seed,15,0,4,15,100,FALSE,100,15:33.1
1268,Beverages,Amul Frozen Malai Paneer,75,2,6,73,200,FALSE,200,15:33.1
1269,Beverages,iD Natural Paneer,105,5,6,99,200,FALSE,200,15:33.1
1270,Beverages,Britannia Fruit Bun,17,0,3,17,100,FALSE,100,15:33.1
1271,Beverages,Amul Cheese - Processed Slices,122,1,6,120,200,FALSE,200,15:33.1
1272,Beverages,iD Curd Cup,60,0,6,60,400,FALSE,400,15:33.1
1273,Beverages,The Bake Shop Premium White Sandwich Bread,30,0,1,30,400,FALSE,400,15:33.1
1274,Beverages,Britannia Multigrain Bread ,55,0,4,55,400,FALSE,400,15:33.1
1275,Beverages,Amul Processed Cheese Block,106,0,6,106,200,FALSE,200,15:33.1
1276,Beverages,Nestle A+ Nourish Dahi,70,2,6,68,400,FALSE,400,15:33.1
1277,Beverages,Arden Eggs Brown,85,7,4,79,348,FALSE,6,15:33.1
1278,Beverages,Epigamia Misti Doi,30,0,6,30,85,FALSE,85,15:33.1
1279,Beverages,Amul Cheese - Block,245,2,6,240,500,FALSE,500,15:33.1
1280,Beverages,Amul Butter - Pasteurised (School Pack),59,3,6,57,100,FALSE,100,15:33.1
1281,Beverages,Britannia Brown Bread ,42,0,4,42,400,FALSE,400,15:33.1
1282,Beverages,Amul Fresh Cream,197,3,3,191,1000,FALSE,1,15:33.1
1283,Beverages,Epigamia Natural Greek Yogurt,45,0,6,45,90,FALSE,90,15:33.1
1284,Beverages,The Bake Shop Pizza Base,30,0,1,30,150,FALSE,150,15:33.1
1285,Beverages,Amul Delicious Fat Spread - Cholesterol Free,18,5,6,17,100,FALSE,100,15:33.1
1286,Beverages,D'lecta Dairy Cream,54,5,6,51,200,FALSE,200,15:33.1
1287,Beverages,Nestle A+ Actiplus Probiotic Dahi Plain Curd,78,3,5,75,400,FALSE,400,15:33.1
1288,Beverages,Bio Nutrients Pure Diet Tofu Gold ,60,5,5,57,200,FALSE,200,15:33.1
1289,Beverages,Amul Delicious Fat Spread - Cholesterol Free,88,2,2,86,500,FALSE,500,15:33.1
1290,Beverages,Amul Mithai Mate Condensed Sweetened Milk,56,3,4,54,200,FALSE,200,15:33.1
1291,Beverages,Arden Desi Eggs,110,13,4,95,348,FALSE,6,15:33.1
1292,Beverages,Amul Cheese - Pepper,85,3,6,82,200,FALSE,200,15:33.1
1293,Beverages,Amul Cheese Spread Creamy,85,5,6,80,180,FALSE,180,15:33.1
1294,Beverages,The Bake Shop Foot Long,40,0,1,40,200,FALSE,200,15:33.1
1295,Beverages,Amul Cheese Slices,360,0,1,359,750,FALSE,750,15:33.1
1296,Beverages,Suguna Sharp Egg ,72,13,3,62,348,FALSE,6,15:33.1
1297,Beverages,Amul Cheese Sauce Mexican Salsa,75,4,1,72,200,FALSE,200,15:33.1
1298,Beverages,Nestle Everyday Dairy Whitener,210,0,4,210,400,FALSE,400,15:33.1
1299,Beverages,Amul Pizza Cheese Processed,109,4,6,104,200,FALSE,200,15:33.1
1300,Beverages,Betty Crocker Complete Pancake Mix Original,110,4,6,105,250,FALSE,500,15:33.1
1301,Beverages,Amul Lite Spread,40,2,5,39,100,FALSE,100,15:33.1
1302,Beverages,Go Cheese Slice - Plain,140,5,6,133,200,FALSE,200,15:33.1
1303,Beverages,Pillsbury Choco Chip Pancake Mix,99,5,6,94,165,FALSE,165,15:33.1
1304,Beverages,RRO Sour Cream,275,50,4,137,200,FALSE,200,15:33.1
1305,Beverages,D'lecta Natural Feta Cheese Block,100,5,4,95,100,FALSE,100,15:33.1
1306,Beverages,Suguna Active - DHA,72,13,4,62,348,FALSE,6,15:33.1
1307,Beverages,Go Cheese Processed Angles Plain,100,5,6,95,160,FALSE,160,15:33.1
1308,Beverages,Epigamia Greek Yogurt - Natural,200,0,1,200,400,FALSE,400,15:33.1
1309,Beverages,Amul Unsalted Cooking Butter,245,2,6,238,500,FALSE,500,15:33.1
1310,Beverages,The Whole Truth Dark Chocolate Peanut Butter - Creamy,235,25,6,174,325,FALSE,325,15:33.1
1311,Beverages,The Laughing Cow Cheese Slices,155,0,2,155,200,FALSE,200,15:33.1
1312,Beverages,Epigamia Almond Milk Unsweetened Dairy Free,300,33,4,199,1000,FALSE,1,15:33.1
1313,Beverages,Go Cheese  Spread Plain,99,5,6,94,200,FALSE,200,15:33.1
1314,Beverages,So Good Almond Milk - Natural Unsweetened,70,0,4,70,200,FALSE,200,15:33.1
1315,Beverages,Amul Cheese Sauce Jalapeno,75,0,5,75,200,FALSE,200,15:33.1
1316,Beverages,D'lecta Cream Cheese,169,4,4,161,150,FALSE,150,15:33.1
1317,Beverages,Dlecta Natural Cheddar Slices,199,5,6,189,200,FALSE,200,15:33.1
1318,Beverages,Suguna Heart- Omega3,72,13,4,62,348,FALSE,6,15:33.1
1319,Beverages,Go Cheese Spread - Garlic,99,5,6,94,200,FALSE,200,15:33.1
1320,Beverages,Go Pizza Cheese,140,5,6,133,200,FALSE,200,15:33.1
1321,Beverages,RRO Cheddar Block Cheese,295,50,6,147,200,FALSE,200,15:33.1
