srl_key,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
2644,Packaged Food,Ching's Secret Manchurian Noodles,91,0,5,91,360,FALSE,360
2645,Ice Cream & Desserts,McCain Veggie Burger Patty,115,3,6,111,360,FALSE,360
2646,Packaged Food,McCain Veggie Burger Patty,115,3,6,111,360,FALSE,360
2647,Packaged Food,Veeba Salsa Dip,119,6,6,111,360,FALSE,360
2648,Packaged Food,Smith & Jones Masala Noodles,68,10,5,61,360,FALSE,360
2649,Packaged Food,Godrej Yummiez Chicken Punjabi Tikka ,295,9,6,266,360,FALSE,360
2650,Packaged Food,Kellogg's Crunchy Bites Chocos,190,10,6,171,375,FALSE,375
2651,Packaged Food,McCain Masala - Fries,120,5,3,114,375,FALSE,375
2652,Packaged Food,McCain Smiles - Pudina Chatka,120,5,3,114,375,FALSE,375
2653,Ice Cream & Desserts,McCain Smiles - Pudina Chatka,120,5,3,114,375,FALSE,375
2654,Ice Cream & Desserts,McCain Masala - Fries,120,5,3,114,375,FALSE,375
2655,Packaged Food,MTR Paneer Butter Masala & Veg Pulao,175,9,4,158,375,FALSE,375
2656,Chocolates & Candies,Kellogg's Crunchy Bites Chocos,190,10,6,171,375,FALSE,375
2657,Chocolates & Candies,McCain Masala - Fries,120,5,3,114,375,FALSE,375
2658,Chocolates & Candies,McCain Smiles - Pudina Chatka,120,5,3,114,375,FALSE,375
2659,Ice Cream & Desserts,Kellogg's Crunchy Bites Chocos,190,10,6,171,375,FALSE,375
2660,Ice Cream & Desserts,MTR Paneer Butter Masala & Veg Pulao,175,9,4,158,375,FALSE,375
2661,Paan Corner,Fiama Di Wills Lemongrass & Jojoba Gel Bar,176,10,6,158,375,FALSE,375
2662,Paan Corner,Fiama Peach & Avocado Gel Bar,176,10,3,158,375,FALSE,375
2663,Paan Corner,Fiama Menthol & Magnolia Cooling Gel Bar Soap,160,11,6,141,375,FALSE,375
2664,Home & Cleaning,Mr Muscle Dranex Drain Cleaner Kiwi,160,6,4,149,375,FALSE,375
2665,Personal Care,Fiama Di Wills Lemongrass & Jojoba Gel Bar,176,10,6,158,375,FALSE,375
2666,Personal Care,Fiama Peach & Avocado Gel Bar,176,10,3,158,375,FALSE,375
2667,Paan Corner,Pears Pure And Gentle Value Pack Of 3 Bathing Soap,199,6,5,186,375,FALSE,375
2668,Paan Corner,Dettol Original Germ Protection Bathing Soap Bar,166,5,4,157,375,FALSE,375
2669,Personal Care,Fiama Menthol & Magnolia Cooling Gel Bar Soap,160,11,6,141,375,FALSE,375
2670,Personal Care,Pears Pure And Gentle Value Pack Of 3 Bathing Soap,199,6,5,186,375,FALSE,375
2671,Personal Care,Dettol Original Germ Protection Bathing Soap Bar,166,5,4,157,375,FALSE,375
2672,Chocolates & Candies,MTR Paneer Butter Masala & Veg Pulao,175,9,4,158,375,FALSE,375
2673,Home & Cleaning,Hit Lime Fresh Flying Insect Killer,269,0,6,269,385,FALSE,385
2674,Ice Cream & Desserts,Kelloggs Chocos,170,5,4,160,385,FALSE,385
2675,Chocolates & Candies,Kelloggs Chocos,170,5,4,160,385,FALSE,385
2676,Packaged Food,Kelloggs Chocos,170,5,4,160,385,FALSE,385
2677,Packaged Food,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,229,10,6,206,400,FALSE,400
2678,Packaged Food,Nestle Lactogen Stage 2 Follow-up Formula Powder,340,0,2,340,400,FALSE,400
2679,Packaged Food,Mother's Recipe Lime Pickle ,120,5,1,114,400,FALSE,400
2680,Packaged Food,MTR Seviyan Vermicelli ,42,0,2,42,400,FALSE,400
2681,Packaged Food,Sumeru Aloo Paratha,119,5,6,113,400,FALSE,400
2682,Packaged Food,Bambino Popular Vermicelli ,40,2,3,39,400,FALSE,400
2683,Packaged Food,Mother's Recipe Pickle - Red Stuffed Chilli,145,11,3,129,400,FALSE,400
2684,Packaged Food,McCain Super Wedges,120,7,6,111,400,FALSE,400
2685,Packaged Food,Nestle Nestle Nan Pro Follow-Up Formula,650,0,6,650,400,FALSE,400
2686,Packaged Food,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,325,4,6,309,400,FALSE,400
2687,Packaged Food,Godrej Yummiez Chicken Lucknowi Seekh Kebab,260,10,4,234,400,FALSE,400
2688,Packaged Food,Switz Paratha Puff,110,4,6,105,400,FALSE,400
2689,Packaged Food,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),325,4,6,309,400,FALSE,400
2690,Packaged Food,McCain Herb & Garlic Crazy Fries Masala Mix ,120,5,5,114,400,FALSE,400
2691,Packaged Food,McCain Crazy Fries Masala MixHot 'n' Tangy,120,5,6,114,400,FALSE,400
2692,Packaged Food,Quaker Oats,79,0,2,79,400,FALSE,400
2693,Packaged Food,McCain Veggie Fingers,117,5,6,111,400,FALSE,400
2694,Packaged Food,iD Malabar Parota ,80,10,4,72,400,FALSE,400
2695,Packaged Food,iD Wheat Lachha Paratha,80,12,6,70,400,FALSE,400
2696,Packaged Food,McCain Aloo Tikki,110,4,6,105,400,FALSE,400
2697,Beverages,Epigamia Greek Yogurt - Natural,200,0,1,200,400,FALSE,400
2698,Beverages,Pantai Coconut Cream,150,4,4,143,400,FALSE,400
2699,Beverages,Funfoods Peanut Butter Crunchy,169,7,1,156,400,FALSE,400
2700,Beverages,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,229,10,6,206,400,FALSE,400
2701,Beverages,Go Cheese Processed Block,249,4,6,237,400,FALSE,400
2702,Beverages,Funfoods Peanut Butter Creamy,169,0,1,169,400,FALSE,400
2703,Beverages,Pantai Coconut Milk,150,0,4,150,400,FALSE,400
2704,Beverages,Yoga Bar Peanut Butter Dark Chocolate Jar,249,0,4,249,400,FALSE,400
2705,Beverages,The Bake Shop Multi Grain Bread,65,0,0,65,400,TRUE,400
2706,Beverages,The Bake Shop Whole Wheat Bread,40,0,0,40,400,TRUE,400
2707,Beverages,Nestle A+ Slim Dahi - Low Fat,78,3,0,75,400,TRUE,400
2708,Packaged Food,Yoga Bar Peanut Butter Dark Chocolate Jar,249,0,4,249,400,FALSE,400
2709,Packaged Food,Godrej Yummiez Cheese Corn Nuggets ,230,0,4,230,400,FALSE,400
2710,Packaged Food,Yummiez Chicken Garlic Fingers Pouch,250,0,5,250,400,FALSE,400
2711,Packaged Food,Pediasure Premium Chocolate Powdered Health Drink,610,0,2,610,400,FALSE,400
2712,Packaged Food,Yummiez Veg Cheese Fingers Pouch,230,0,4,230,400,FALSE,400
2713,Packaged Food,Funfoods Peanut Butter Crunchy,169,7,1,156,400,FALSE,400
2714,Packaged Food,Del Monte Pizza & Pasta Sauce Spout Pack,99,0,3,99,400,FALSE,400
2715,Packaged Food,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,330,10,6,297,400,FALSE,400
2716,Packaged Food,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ,620,0,1,620,400,FALSE,400
2717,Packaged Food,MTR Roasted Vermicelli ,55,0,1,55,400,FALSE,400
2718,Packaged Food,Mother's Recipe Punjabi Teekha Mang Pickle,120,10,4,108,400,FALSE,400
2719,Packaged Food,Mother's Recipe Mango Pickle ,120,0,1,120,400,FALSE,400
2720,Packaged Food,Funfoods Peanut Butter Creamy,169,0,1,169,400,FALSE,400
2721,Packaged Food,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,299,10,6,269,400,FALSE,400
2722,Ice Cream & Desserts,Quaker Oats,79,0,2,79,400,FALSE,400
2723,Ice Cream & Desserts,McCain Crazy Fries Masala MixHot 'n' Tangy,120,5,6,114,400,FALSE,400
2724,Ice Cream & Desserts,McCain Veggie Fingers,117,5,6,111,400,FALSE,400
2725,Ice Cream & Desserts,iD Malabar Parota ,80,10,4,72,400,FALSE,400
2726,Ice Cream & Desserts,iD Wheat Lachha Paratha,80,12,6,70,400,FALSE,400
2727,Ice Cream & Desserts,McCain Aloo Tikki,110,4,6,105,400,FALSE,400
2728,Packaged Food,Yummiez American Sweet Corn,85,0,0,85,400,TRUE,400
2729,Packaged Food,Mother's Recipe Mixed Pickle ,115,4,0,110,400,TRUE,400
2730,Ice Cream & Desserts,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),325,4,6,309,400,FALSE,400
2731,Ice Cream & Desserts,Godrej Yummiez Chicken Lucknowi Seekh Kebab,260,10,4,234,400,FALSE,400
2732,Ice Cream & Desserts,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,325,4,6,309,400,FALSE,400
2733,Ice Cream & Desserts,Switz Paratha Puff,110,4,6,105,400,FALSE,400
2734,Ice Cream & Desserts,McCain Herb & Garlic Crazy Fries Masala Mix ,120,5,5,114,400,FALSE,400
2735,Chocolates & Candies,McCain Super Wedges,120,7,6,111,400,FALSE,400
2736,Chocolates & Candies,Nestle Nestle Nan Pro Follow-Up Formula,650,0,6,650,400,FALSE,400
2737,Chocolates & Candies,Mother's Recipe Pickle - Red Stuffed Chilli,145,11,3,129,400,FALSE,400
2738,Chocolates & Candies,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,325,4,6,309,400,FALSE,400
2739,Chocolates & Candies,Bambino Popular Vermicelli ,40,2,3,39,400,FALSE,400
2740,Chocolates & Candies,Godrej Yummiez Chicken Lucknowi Seekh Kebab,260,10,4,234,400,FALSE,400
2741,Chocolates & Candies,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),325,4,6,309,400,FALSE,400
2742,Chocolates & Candies,McCain Crazy Fries Masala MixHot 'n' Tangy,120,5,6,114,400,FALSE,400
2743,Chocolates & Candies,Switz Paratha Puff,110,4,6,105,400,FALSE,400
2744,Chocolates & Candies,McCain Herb & Garlic Crazy Fries Masala Mix ,120,5,5,114,400,FALSE,400
2745,Chocolates & Candies,Nestle Lactogen Stage 2 Follow-up Formula Powder,340,0,2,340,400,FALSE,400
2746,Chocolates & Candies,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,330,10,6,297,400,FALSE,400
2747,Chocolates & Candies,Funfoods Peanut Butter Crunchy,169,7,1,156,400,FALSE,400
2748,Chocolates & Candies,Del Monte Pizza & Pasta Sauce Spout Pack,99,0,3,99,400,FALSE,400
2749,Chocolates & Candies,MTR Roasted Vermicelli ,55,0,1,55,400,FALSE,400
2750,Chocolates & Candies,Mother's Recipe Punjabi Teekha Mang Pickle,120,10,4,108,400,FALSE,400
2751,Chocolates & Candies,Sumeru Aloo Paratha,119,5,6,113,400,FALSE,400
2752,Chocolates & Candies,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,229,10,6,206,400,FALSE,400
2753,Chocolates & Candies,Mother's Recipe Lime Pickle ,120,5,1,114,400,FALSE,400
2754,Chocolates & Candies,MTR Seviyan Vermicelli ,42,0,2,42,400,FALSE,400
2755,Chocolates & Candies,Mother's Recipe Mango Pickle ,120,0,1,120,400,FALSE,400
2756,Chocolates & Candies,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,299,10,6,269,400,FALSE,400
2757,Chocolates & Candies,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ,620,0,1,620,400,FALSE,400
2758,Chocolates & Candies,Funfoods Peanut Butter Creamy,169,0,1,169,400,FALSE,400
2759,Ice Cream & Desserts,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,229,10,6,206,400,FALSE,400
2760,Ice Cream & Desserts,Sumeru Aloo Paratha,119,5,6,113,400,FALSE,400
2761,Ice Cream & Desserts,Mother's Recipe Pickle - Red Stuffed Chilli,145,11,3,129,400,FALSE,400
2762,Ice Cream & Desserts,Bambino Popular Vermicelli ,40,2,3,39,400,FALSE,400
2763,Ice Cream & Desserts,Nestle Nestle Nan Pro Follow-Up Formula,650,0,6,650,400,FALSE,400
2764,Ice Cream & Desserts,McCain Super Wedges,120,7,6,111,400,FALSE,400
2765,Ice Cream & Desserts,Funfoods Peanut Butter Crunchy,169,7,1,156,400,FALSE,400
2766,Ice Cream & Desserts,Del Monte Pizza & Pasta Sauce Spout Pack,99,0,3,99,400,FALSE,400
2767,Ice Cream & Desserts,Mother's Recipe Lime Pickle ,120,5,1,114,400,FALSE,400
2768,Ice Cream & Desserts,Nestle Lactogen Stage 2 Follow-up Formula Powder,340,0,2,340,400,FALSE,400
2769,Ice Cream & Desserts,MTR Seviyan Vermicelli ,42,0,2,42,400,FALSE,400
2770,Ice Cream & Desserts,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,299,10,6,269,400,FALSE,400
2771,Ice Cream & Desserts,MTR Roasted Vermicelli ,55,0,1,55,400,FALSE,400
2772,Ice Cream & Desserts,Mother's Recipe Punjabi Teekha Mang Pickle,120,10,4,108,400,FALSE,400
2773,Ice Cream & Desserts,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,330,10,6,297,400,FALSE,400
2774,Ice Cream & Desserts,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ,620,0,1,620,400,FALSE,400
2775,Ice Cream & Desserts,Yoga Bar Peanut Butter Dark Chocolate Jar,249,0,4,249,400,FALSE,400
2776,Ice Cream & Desserts,Yummiez Veg Cheese Fingers Pouch,230,0,4,230,400,FALSE,400
2777,Ice Cream & Desserts,Funfoods Peanut Butter Creamy,169,0,1,169,400,FALSE,400
2778,Ice Cream & Desserts,Mother's Recipe Mango Pickle ,120,0,1,120,400,FALSE,400
2779,Chocolates & Candies,McCain Veggie Fingers,117,5,6,111,400,FALSE,400
2780,Chocolates & Candies,Quaker Oats,79,0,2,79,400,FALSE,400
2781,Ice Cream & Desserts,Mother's Recipe Mixed Pickle ,115,4,0,110,400,TRUE,400
2782,Ice Cream & Desserts,Yummiez American Sweet Corn,85,0,0,85,400,TRUE,400
2783,Chocolates & Candies,iD Malabar Parota ,80,10,4,72,400,FALSE,400
2784,Chocolates & Candies,iD Wheat Lachha Paratha,80,12,6,70,400,FALSE,400
2785,Chocolates & Candies,McCain Aloo Tikki,110,4,6,105,400,FALSE,400
2786,Ice Cream & Desserts,Godrej Yummiez Cheese Corn Nuggets ,230,0,4,230,400,FALSE,400
2787,Ice Cream & Desserts,Yummiez Chicken Garlic Fingers Pouch,250,0,5,250,400,FALSE,400
2788,Ice Cream & Desserts,Pediasure Premium Chocolate Powdered Health Drink,610,0,2,610,400,FALSE,400
2789,Cooking Essentials,Pantai Coconut Cream,150,4,4,143,400,FALSE,400
2790,Cooking Essentials,The Bake Shop Bread Crumbs,50,6,3,47,400,FALSE,400
2791,Cooking Essentials,Dabur 100% Pure Honey,330,10,1,297,400,FALSE,400
2792,Cooking Essentials,Dabur Hommade - Ginger Garlic Past Tub,110,5,6,104,400,FALSE,400
2793,Cooking Essentials,Yummiez Chicken Garlic Fingers Pouch,250,0,5,250,400,FALSE,400
2794,Cooking Essentials,Popular Essentials Salted Murmure ,70,18,6,57,400,FALSE,400
2795,Cooking Essentials,Pantai Coconut Milk,150,0,4,150,400,FALSE,400
2796,Cooking Essentials,Quaker Oats,79,0,2,79,400,FALSE,400
2797,Cooking Essentials,Nestle Everyday Dairy Whitener,210,0,4,210,400,FALSE,400
2798,Cooking Essentials,Nestle Milkmaid,132,3,6,128,400,FALSE,400
2799,Cooking Essentials,Amul Mithai Mate EOE Tin,112,2,6,109,400,FALSE,400
2800,Munchies,The Bake Shop Bread Crumbs,50,6,3,47,400,FALSE,400
2801,Munchies,Pantai Coconut Cream,150,4,4,143,400,FALSE,400
2802,Munchies,Quaker Oats,79,0,2,79,400,FALSE,400
2803,Munchies,Nestle Milkmaid,132,3,6,128,400,FALSE,400
2804,Munchies,Nestle Everyday Dairy Whitener,210,0,4,210,400,FALSE,400
2805,Munchies,Amul Mithai Mate EOE Tin,112,2,6,109,400,FALSE,400
2806,Beverages,iD Curd Pouch,35,2,6,34,400,FALSE,400
2807,Beverages,Mother Dairy Classic Curd,30,3,6,29,400,FALSE,400
2808,Beverages,Nestle A+ Nourish Dahi,70,2,6,68,400,FALSE,400
2809,Beverages,iD Curd Cup,60,0,6,60,400,FALSE,400
2810,Beverages,The Bake Shop Premium White Sandwich Bread,30,0,1,30,400,FALSE,400
2811,Beverages,Britannia Multigrain Bread ,55,0,4,55,400,FALSE,400
2812,Beverages,Nestle A+ Actiplus Probiotic Dahi Plain Curd,78,3,5,75,400,FALSE,400
2813,Beverages,Britannia Brown Bread ,42,0,4,42,400,FALSE,400
2814,Beverages,Nestle Everyday Dairy Whitener,210,0,4,210,400,FALSE,400
2815,Munchies,Yummiez Chicken Garlic Fingers Pouch,250,0,5,250,400,FALSE,400
2816,Munchies,Popular Essentials Salted Murmure ,70,18,6,57,400,FALSE,400
2817,Munchies,Pantai Coconut Milk,150,0,4,150,400,FALSE,400
2818,Munchies,Dabur 100% Pure Honey,330,10,1,297,400,FALSE,400
2819,Munchies,Dabur Hommade - Ginger Garlic Past Tub,110,5,6,104,400,FALSE,400
2820,Home & Cleaning,Hit Flower Lime Fragrance Insect Killer Spray,182,3,6,176,400,FALSE,400
2821,Paan Corner,Godrej Cinthol Lime Refreshing Deo Soap,116,0,0,116,400,TRUE,400
2822,Home & Cleaning,Vanish All in One Powder Detergent Booster,210,10,2,189,400,FALSE,400
2823,Home & Cleaning,Pril Power Of Active Boosters,102,0,1,102,400,FALSE,400
2824,Health & Hygiene,Nestle A+ Actiplus Probiotic Dahi Plain Curd,78,3,5,75,400,FALSE,400
2825,Paan Corner,Fiama Fresh Hand Wash,150,6,3,140,400,FALSE,400
2826,Paan Corner,Nivea Body Milk Lotion for Very Dry Skin,399,20,6,319,400,FALSE,400
2827,Paan Corner,Vaseline Intensive Care Deep Moisture Body Lotion,325,0,4,325,400,FALSE,400
2828,Paan Corner,Himalaya Anti Dandruff Shampoo,260,18,1,213,400,FALSE,400
2829,Paan Corner,Himalaya Baby Lotion,300,12,1,264,400,FALSE,400
2830,Paan Corner,Himalaya Baby Powder,235,20,6,188,400,FALSE,400
2831,Paan Corner,Parachute Advansed Gold Coconut Hair Oil,215,9,0,194,400,TRUE,400
2832,Paan Corner,Johnson's Baby Powder,235,0,6,235,400,FALSE,400
2833,Paan Corner,Himalaya Gentle Baby Shampoo,320,17,6,265,400,FALSE,400
2834,Paan Corner,Mamaearth Ubtan Body Lotion,399,15,4,339,400,FALSE,400
2835,Paan Corner,Himalaya Anti-Hair Fall Shampoo,230,18,1,188,400,FALSE,400
2836,Chocolates & Candies,Godrej Yummiez Cheese Corn Nuggets ,230,0,4,230,400,FALSE,400
2837,Chocolates & Candies,Yummiez Chicken Garlic Fingers Pouch,250,0,5,250,400,FALSE,400
2838,Chocolates & Candies,Pediasure Premium Chocolate Powdered Health Drink,610,0,2,610,400,FALSE,400
2839,Chocolates & Candies,Yummiez Veg Cheese Fingers Pouch,230,0,4,230,400,FALSE,400
2840,Chocolates & Candies,Yoga Bar Peanut Butter Dark Chocolate Jar,249,0,4,249,400,FALSE,400
2841,Chocolates & Candies,Mother's Recipe Mixed Pickle ,115,4,0,110,400,TRUE,400
2842,Chocolates & Candies,Yummiez American Sweet Corn,85,0,0,85,400,TRUE,400
2843,Biscuits,Karachi Bakery Cashew Biscuits ,210,5,4,199,400,FALSE,400
2844,Biscuits,Parle Monaco Classic Salty Biscuits,70,0,4,70,400,FALSE,400
2845,Biscuits,Britannia Toastea (Premium Bake Rusk),65,0,6,65,400,FALSE,400
2846,Biscuits,Britannia Goodday Chocochip Cookies,120,17,5,99,400,FALSE,400
2847,Biscuits,Britannia Tiger Krunch Biscuits,120,0,4,120,400,FALSE,400
2848,Biscuits,Danish Butter Cookies,350,0,1,350,400,FALSE,400
2849,Personal Care,Godrej Cinthol Lime Refreshing Deo Soap,116,0,0,116,400,TRUE,400
2850,Personal Care,Himalaya Baby Powder,235,20,6,188,400,FALSE,400
2851,Personal Care,Parachute Advansed Gold Coconut Hair Oil,215,9,0,194,400,TRUE,400
2852,Personal Care,Johnson's Baby Powder,235,0,6,235,400,FALSE,400
2853,Personal Care,Vaseline Intensive Care Deep Moisture Body Lotion,325,0,4,325,400,FALSE,400
2854,Personal Care,Himalaya Anti Dandruff Shampoo,260,18,1,213,400,FALSE,400
2855,Personal Care,Himalaya Baby Lotion,300,12,1,264,400,FALSE,400
2856,Personal Care,Fiama Fresh Hand Wash,150,6,3,140,400,FALSE,400
2857,Personal Care,Mamaearth Ubtan Body Lotion,399,15,4,339,400,FALSE,400
2858,Personal Care,Nivea Body Milk Lotion for Very Dry Skin,399,20,6,319,400,FALSE,400
2859,Personal Care,Himalaya Anti-Hair Fall Shampoo,230,18,1,188,400,FALSE,400
2860,Personal Care,Himalaya Gentle Baby Shampoo,320,17,6,265,400,FALSE,400
2861,Munchies,Sunfeast YiPPee! Magic Masala Noodles,70,10,3,63,405,FALSE,405
2862,Cooking Essentials,Sunfeast YiPPee! Magic Masala Noodles,70,10,3,63,405,FALSE,405
2863,Chocolates & Candies,Sunfeast YiPPee! Magic Masala Noodles,70,10,3,63,405,FALSE,405
2864,Ice Cream & Desserts,Sunfeast YiPPee! Magic Masala Noodles,70,10,3,63,405,FALSE,405
2865,Packaged Food,Sunfeast YiPPee! Magic Masala Noodles,70,10,3,63,405,FALSE,405
2866,Packaged Food,Cantina Beans Mexican Beans,250,14,6,213,410,FALSE,410
2867,Chocolates & Candies,Cantina Beans Mexican Beans,250,14,6,213,410,FALSE,410
2868,Ice Cream & Desserts,Cantina Beans Mexican Beans,250,14,6,213,410,FALSE,410
2869,Cooking Essentials,Cantina Beans Mexican Beans,250,14,6,213,410,FALSE,410
2870,Munchies,Cantina Beans Mexican Beans,250,14,6,213,410,FALSE,410
2871,Chocolates & Candies,McCain Smiles Cripsy Happy Potatoes,120,5,6,114,415,FALSE,415
2872,Chocolates & Candies,Mccain Emotibites - Crispy Happy Potato Snack,130,0,6,129,415,FALSE,415
2873,Ice Cream & Desserts,Mccain Emotibites - Crispy Happy Potato Snack,130,0,6,129,415,FALSE,415
2874,Ice Cream & Desserts,McCain Smiles Cripsy Happy Potatoes,120,5,6,114,415,FALSE,415
2875,Packaged Food,Mccain Emotibites - Crispy Happy Potato Snack,130,0,6,129,415,FALSE,415
2876,Packaged Food,McCain Smiles Cripsy Happy Potatoes,120,5,6,114,415,FALSE,415
2877,Personal Care,Gillette Pre Shave Foam - Classic Regular Skin,225,0,6,225,418,FALSE,418
2878,Personal Care,Gillette Sensitive Shaving Foam,225,6,4,210,418,FALSE,418
2879,Paan Corner,Gillette Pre Shave Foam - Classic Regular Skin,225,0,6,225,418,FALSE,418
2880,Paan Corner,Gillette Sensitive Shaving Foam,225,6,4,210,418,FALSE,418
2881,Packaged Food,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,125,5,1,118,420,FALSE,420
2882,Packaged Food,McCain French Fries,120,5,1,114,420,FALSE,420
2883,Ice Cream & Desserts,McCain French Fries,120,5,1,114,420,FALSE,420
2884,Ice Cream & Desserts,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,125,5,1,118,420,FALSE,420
2885,Chocolates & Candies,McCain French Fries,120,5,1,114,420,FALSE,420
2886,Chocolates & Candies,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,125,5,1,118,420,FALSE,420
2887,Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,105,0,6,105,425,FALSE,425
2888,Ice Cream & Desserts,Kellogg's All Bran Wheat Flakes,220,6,5,205,425,FALSE,425
2889,Chocolates & Candies,Amul Happy Treats French Fries,68,4,1,65,425,FALSE,425
2890,Chocolates & Candies,Ching's Secret Green Chilli Sauce,105,0,6,105,425,FALSE,425
2891,Chocolates & Candies,Kellogg's All Bran Wheat Flakes,220,6,5,205,425,FALSE,425
2892,Ice Cream & Desserts,Amul Happy Treats French Fries,68,4,1,65,425,FALSE,425
2893,Packaged Food,Ching's Secret Green Chilli Sauce,105,0,6,105,425,FALSE,425
2894,Packaged Food,Kellogg's All Bran Wheat Flakes,220,6,5,205,425,FALSE,425
2895,Packaged Food,Amul Happy Treats French Fries,68,4,1,65,425,FALSE,425
2896,Packaged Food,Kelloggs Special K,210,8,5,192,435,FALSE,435
2897,Chocolates & Candies,Kelloggs Special K,210,8,5,192,435,FALSE,435
2898,Ice Cream & Desserts,Kelloggs Special K,210,8,5,192,435,FALSE,435
2899,Ice Cream & Desserts,Ching's Secret Red Chilli Sauce,105,0,4,105,440,FALSE,440
2900,Chocolates & Candies,Ching's Secret Red Chilli Sauce,105,0,4,105,440,FALSE,440
2901,Packaged Food,Ching's Secret Red Chilli Sauce,105,0,4,105,440,FALSE,440
2902,Packaged Food,Del Monte Black Sliced Olives,250,0,1,250,450,FALSE,450
2903,Packaged Food,Figaro Plain Green Olive ,179,0,6,179,450,FALSE,450
2904,Packaged Food,Figaro Pitted Black Olive ,179,0,6,179,450,FALSE,450
2905,Packaged Food,Del Monte Pitted Green Olives,250,0,0,250,450,TRUE,450
2906,Packaged Food,Figaro Sliced Black Olive ,179,0,6,179,450,FALSE,450
2907,Packaged Food,Kellogg's Crunchy Granola Chocolate & Almonds,330,10,3,294,450,FALSE,450
2908,Chocolates & Candies,Del Monte Black Sliced Olives,250,0,1,250,450,FALSE,450
2909,Chocolates & Candies,Figaro Pitted Black Olive ,179,0,6,179,450,FALSE,450
2910,Chocolates & Candies,Figaro Sliced Black Olive ,179,0,6,179,450,FALSE,450
2911,Chocolates & Candies,Figaro Plain Green Olive ,179,0,6,179,450,FALSE,450
2912,Chocolates & Candies,Kellogg's Crunchy Granola Chocolate & Almonds,330,10,3,294,450,FALSE,450
2913,Ice Cream & Desserts,Del Monte Black Sliced Olives,250,0,1,250,450,FALSE,450
2914,Ice Cream & Desserts,Figaro Pitted Black Olive ,179,0,6,179,450,FALSE,450
2915,Ice Cream & Desserts,Del Monte Pitted Green Olives,250,0,0,250,450,TRUE,450
2916,Ice Cream & Desserts,Figaro Sliced Black Olive ,179,0,6,179,450,FALSE,450
2917,Ice Cream & Desserts,Kellogg's Crunchy Granola Chocolate & Almonds,330,10,3,294,450,FALSE,450
2918,Ice Cream & Desserts,Figaro Plain Green Olive ,179,0,6,179,450,FALSE,450
2919,Munchies,Hershey's Chocolate Milk Booster,200,0,6,200,450,FALSE,450
2920,Beverages,Britannia 100% Whole Wheat Bread,45,0,4,45,450,FALSE,450
2921,Beverages,Britannia Healthy Slice Sandwich Bread,40,0,4,40,450,FALSE,450
2922,Munchies,Hersheys Chocolate Almond Syrup,200,0,2,200,450,FALSE,450
2923,Munchies,Popular Essentials Pure Jaggery,50,2,6,49,450,FALSE,450
2924,Cooking Essentials,Hershey's Chocolate Milk Booster,200,0,6,200,450,FALSE,450
2925,Cooking Essentials,Hersheys Chocolate Almond Syrup,200,0,2,200,450,FALSE,450
2926,Cooking Essentials,Popular Essentials Pure Jaggery,50,2,6,49,450,FALSE,450
2927,Biscuits,Unibic Assorted Cookies ,149,8,6,137,450,FALSE,450
2928,Chocolates & Candies,Del Monte Pitted Green Olives,250,0,0,250,450,TRUE,450
2929,Ice Cream & Desserts,Kellogg's Almonds And Cranberries Granola,330,6,6,310,460,FALSE,460
2930,Chocolates & Candies,Kellogg's Almonds And Cranberries Granola,330,6,6,310,460,FALSE,460
2931,Packaged Food,Kellogg's Almonds And Cranberries Granola,330,6,6,310,460,FALSE,460
2932,Packaged Food,Kellogg's Original Corn Flakes,185,5,6,175,475,FALSE,475
2933,Chocolates & Candies,Kellogg's Original Corn Flakes,185,5,6,175,475,FALSE,475
2934,Ice Cream & Desserts,Kellogg's Original Corn Flakes,185,5,6,175,475,FALSE,475
2935,Cooking Essentials,Betty Crocker Chocolate Fudge Cake Mix,295,0,6,295,475,FALSE,475
2936,Munchies,Betty Crocker Chocolate Fudge Cake Mix,295,0,6,295,475,FALSE,475
