srl_key,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
1,Cooking Essentials,Everest Saffron Kesar,120,0,0,120,1,TRUE,0
2,Munchies,Everest Saffron Kesar,120,0,0,120,1,TRUE,0
3,Personal Care,Maybelline New York Colossal Kajal Black,149,0,2,149,0,FALSE,0
4,Personal Care,Maybelline New York Colossal Kajal Super Black,300,8,3,275,0,FALSE,0
5,Paan Corner,Maybelline New York Colossal Kajal Black,149,0,2,149,0,FALSE,0
6,Paan Corner,Maybelline New York Colossal Kajal Super Black,300,8,3,275,0,FALSE,0
7,Paan Corner,Gillette Mach 3 Turbo Razor,349,6,5,325,58,FALSE,1
8,Paan Corner,Colgate Kids 0-2 Extra Soft Tooth Brush,30,16,6,25,58,FALSE,1
9,Paan Corner,Gellette Presto Ready Shaver,20,0,1,20,58,FALSE,1
10,Paan Corner,Colgate Kids 2+ Years Extra Soft Toothbrush,20,0,3,20,58,FALSE,1
11,Paan Corner,Bombay Shaving Company Defender Razor,345,0,6,345,58,FALSE,1
12,Paan Corner,Gillette Venus Close & Clean Razor ,249,7,0,230,58,TRUE,1
13,Home & Cleaning,Harpic Disinfectant Bathroom Cleaner Liquid Lemon,189,5,6,179,1000,FALSE,1
14,Home & Cleaning,Gala Scrubber Cleaner Home Everyday Scrub,35,2,6,34,58,FALSE,1
15,Home & Cleaning,Om Bhakti - Pancha Deepa Oil ,199,10,6,179,1000,FALSE,1
16,Home & Cleaning,Surf Excel Matic Top Load Detergent Powder,200,6,1,188,1000,FALSE,1
17,Home & Cleaning,Oxi Green Phenyl - Pine ,82,9,6,74,1000,FALSE,1
18,Home & Cleaning,Surf Excel Easy Wash Detergent Liquid,170,0,6,169,1000,FALSE,1
19,Home & Cleaning,Uno Playing Card Game,149,9,2,135,58,FALSE,1
20,Home & Cleaning,Chakaachak Mini Cloth Brush,40,2,1,39,58,FALSE,1
21,Home & Cleaning,Surf Excel Matic Front Load Detergent Liquid,225,1,6,221,1000,FALSE,1
22,Home & Cleaning,Ariel Matic Top Load Detergent Washing Powder,225,0,6,225,1000,FALSE,1
23,Home & Cleaning,Gala Cloth Poccha/Mop,125,9,6,113,58,FALSE,1
24,Home & Cleaning,Chakaachak Floor Cleaning Pocha,50,2,6,49,58,FALSE,1
25,Home & Cleaning,Oxi Green Floor Cleaner - Floral,179,10,6,161,1000,FALSE,1
26,Home & Cleaning,Ariel Complete Detergent Washing Powder 1 kg + 500 g Free,280,6,6,263,1500,FALSE,1
27,Home & Cleaning,Godrej Ezee Liquid Detergent,175,0,6,175,1000,FALSE,1
28,Home & Cleaning,Chakaachak Mega Star Toilet Brush,110,2,4,107,58,FALSE,1
29,Home & Cleaning,Oxi Green Phenyl Concentrate,200,10,6,180,1000,FALSE,1
30,Home & Cleaning,Chakaachak Deluxe Dustpan Grey,68,2,3,66,58,FALSE,1
31,Home & Cleaning,ScotchBrite Premium Kitchen Towels,150,18,3,123,174,FALSE,1
32,Home & Cleaning,Chakaachak Dustpan Grey,70,2,5,68,58,FALSE,1
33,Home & Cleaning,Gala Microfiber Magic Cloth 2-In-1,175,9,6,158,58,FALSE,1
34,Home & Cleaning,Scotch Brite Power Scrub Pad,50,2,6,49,58,FALSE,1
35,Home & Cleaning,Origami Good Karma Toilet Roll,275,14,6,234,232,FALSE,1
36,Home & Cleaning,Origami So Soft Tissue Roll Single - 340 Pulls 3 Ply,80,0,1,80,58,FALSE,1
37,Home & Cleaning,Gala Double Hockey Toilet Brush,150,10,6,135,58,FALSE,1
38,Home & Cleaning,Eveready Base B22 9-Watt LED Bulb,150,0,2,150,58,FALSE,1
39,Home & Cleaning,Domex Disinfectant Floor Cleaner,180,5,6,170,1000,FALSE,1
40,Home & Cleaning,Scotch Brite Tough Scrubber Brush,150,6,6,140,58,FALSE,1
41,Home & Cleaning,Lizol Double Concentrate Disinfectant Floor Cleaner Citrus,650,8,6,598,1900,FALSE,1
42,Home & Cleaning,Gala EzeeSqueegee Wiper,150,10,6,135,58,FALSE,1
43,Home & Cleaning,Philips Stellar Bright 16W Light Bulb,390,16,6,324,58,FALSE,1
44,Home & Cleaning,Ariel Matic Liquid Detergent Front Load,250,0,6,250,1000,FALSE,1
45,Home & Cleaning,Scotch Brite Kitchen Sink Brush,135,9,5,122,58,FALSE,1
46,Home & Cleaning,Scotch Magic Tape,115,14,6,98,58,FALSE,1
47,Home & Cleaning,Origami Kitchen Towels 4 in 1 60 Pulls 2 Ply,265,0,6,265,58,FALSE,1
48,Home & Cleaning,Ariel Matic Liquid Detergent Front Load,225,0,6,225,1000,FALSE,1
49,Home & Cleaning,Chakaachak Super Strong Scrub,29,3,5,28,58,FALSE,1
50,Home & Cleaning,Oxi Green Floor Cleaner - Citrus ,179,10,6,161,1000,FALSE,1
51,Home & Cleaning,Origami Luxuria Kitchen Towel 300 Pulls Single,320,0,2,320,58,FALSE,1
52,Home & Cleaning,Philips EyePro 10.5W Light Bulb,220,10,6,198,58,FALSE,1
53,Home & Cleaning,Origami Good Karma Paper Serviettes - 100 napkins (1 ply),78,10,6,70,58,FALSE,1
54,Home & Cleaning,Chakaachak Floor Pocha Large,50,0,1,50,58,FALSE,1
55,Home & Cleaning,Ariel Matic Front Load Liquid Detergent,220,0,4,220,1000,FALSE,1
56,Home & Cleaning,Chakaachak Dust Proof Broom,180,2,6,175,58,FALSE,1
57,Home & Cleaning,Whiskas Adult +1 year Salmon in Gravy,250,10,3,225,85,FALSE,1
58,Home & Cleaning,Gala Microfiber Multipurpose Cloth,140,7,6,129,58,FALSE,1
59,Home & Cleaning,Ariel Matic Front Load Detergent Powder,260,0,6,260,1000,FALSE,1
60,Home & Cleaning,Ariel Matic Liquid Detergent Front Load,250,0,4,250,1000,FALSE,1
61,Home & Cleaning,Rin Detergent Powder,86,2,0,84,1000,TRUE,1
62,Home & Cleaning,Surf Excel Easy Wash Detergent Powder,136,3,0,131,1000,TRUE,1
63,Home & Cleaning,Chakaachak Super Steel Scrubber,12,8,0,11,58,TRUE,1
64,Home & Cleaning,Gala No Dust Broom,190,7,0,175,58,TRUE,1
65,Home & Cleaning,Chakaachak Eazo Grass Broom New ,105,2,0,102,58,TRUE,1
66,Home & Cleaning,Surf Excel Quick Wash,208,6,0,195,1000,TRUE,1
67,Home & Cleaning,Scotch BOPP Packaging Tape,80,15,0,68,58,TRUE,1
68,Health & Hygiene,Kapiva Thar Aloe Vera Juice,299,15,6,254,1000,FALSE,1
69,Health & Hygiene,Kapiva Wild Amla Juice,249,14,6,212,1000,FALSE,1
70,Health & Hygiene,Dabur Chyawanprash,349,3,6,338,950,FALSE,1
71,Health & Hygiene,Kapiva Wild Tulsi Giloy Juice |,400,15,1,340,1000,FALSE,1
72,Health & Hygiene,Dabur Amla Juice,235,15,6,199,1000,FALSE,1
73,Health & Hygiene,Gillette Venus Close & Clean Razor ,249,7,0,230,58,TRUE,1
74,Personal Care,Gillette Mach 3 Turbo Razor,349,6,5,325,58,FALSE,1
75,Personal Care,Colgate Kids 0-2 Extra Soft Tooth Brush,30,16,6,25,58,FALSE,1
76,Personal Care,Gellette Presto Ready Shaver,20,0,1,20,58,FALSE,1
77,Personal Care,Colgate Kids 2+ Years Extra Soft Toothbrush,20,0,3,20,58,FALSE,1
78,Personal Care,Bombay Shaving Company Defender Razor,345,0,6,345,58,FALSE,1
79,Personal Care,Gillette Venus Close & Clean Razor ,249,7,0,230,58,TRUE,1
80,Paan Corner,Colgate Sensitive Soft Bristles Toothbrush,50,0,6,50,58,FALSE,1
81,Chocolates & Candies,Bagrry's Fruit Fibre Muesli Mixed Fruit ,595,0,5,595,1000,FALSE,1
82,Chocolates & Candies,Safal Frozen - Sweet Corn,160,5,0,152,1000,TRUE,1
83,Chocolates & Candies,Yummiez Green Peas,250,0,0,250,1000,TRUE,1
84,Biscuits,Britannia Treat Creme Wafers - Vanilla,45,11,6,40,60,FALSE,1
85,Biscuits,Britannia Treart Creme Wafers Chocolate,45,11,6,40,60,FALSE,1
86,Biscuits,Britannia Good Day Cashew Cookies,230,25,0,172,1000,TRUE,1
87,Personal Care,Colgate Sensitive Soft Bristles Toothbrush,50,0,6,50,58,FALSE,1
88,Beverages,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1
89,Munchies,Pro Nature Organic Sonamasoori Brown Rice,102,7,0,94,1000,TRUE,1
90,Munchies,Daawat Super Basmati Rice,185,8,0,169,1000,TRUE,1
91,Munchies,Daawat Rozana Gold Basmati Rice,90,1,0,89,1000,TRUE,1
92,Munchies,Tata Sampann Kala Chana,125,0,0,125,1000,TRUE,1
93,Munchies,India Gate Basmati Rice,210,0,0,210,1000,TRUE,1
94,Munchies,24 Mantra Organic Whole Wheat Atta,64,7,0,59,1000,TRUE,1
95,Beverages,Amul Fresh Cream,197,3,3,191,1000,FALSE,1
96,Munchies,Praakritik Organic Kapli Wheat Atta,165,10,6,147,1000,FALSE,1
97,Munchies,Madhur Sugar,60,6,0,56,1000,TRUE,1
98,Munchies,Aashirvaad Superior MP Whole Wheat Atta,53,1,0,52,1000,TRUE,1
99,Munchies,Fortune Soyabean Oil,210,13,0,181,1000,TRUE,1
100,Munchies,Aashirvaad Iodised Salt ,22,13,0,19,1000,TRUE,1
101,Munchies,Fortune Besan Flour,120,0,0,120,1000,TRUE,1
102,Munchies,Popular Essentials Sona Masouri Raw Rice,75,0,0,75,1000,TRUE,1
103,Munchies,Daawat Rozana Super Basmati Rice,79,0,0,79,1000,TRUE,1
104,Munchies,Patanjali Cow's Ghee,565,0,0,565,1000,TRUE,1
105,Munchies,Dlicia Whip Topping Bottle,235,27,5,171,1000,FALSE,1
106,Munchies,24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,410,10,6,369,1000,FALSE,1
107,Munchies,Amulya Dairy Whitener ,380,2,4,372,1000,FALSE,1
108,Munchies,Quaker Oats Pouch,276,10,6,248,1500,FALSE,1
109,Munchies,Puro Healthy Salt Crystal,135,7,6,125,1000,FALSE,1
110,Munchies,Popular Essentials Premium Jeera Rice,140,0,5,140,1000,FALSE,1
111,Munchies,Oleev Active Oil (Pouch),265,9,6,239,1000,FALSE,1
112,Munchies,Borges Canola Oil Pet Bottle,399,0,6,399,1000,FALSE,1
113,Cooking Essentials,Pro Nature Organic Sonamasoori Brown Rice,102,7,0,94,1000,TRUE,1
114,Munchies,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1
115,Munchies,Tata Salt,24,0,6,24,1000,FALSE,1
116,Munchies,Fortune Sunlite Refined Sunflower (Pouch),230,4,6,219,1000,FALSE,1
117,Munchies,Tata Salt Lite,40,10,6,36,1000,FALSE,1
118,Munchies,Saffola Gold Oil (Pouch),215,0,6,215,1000,FALSE,1
119,Cooking Essentials,Daawat Rozana Gold Basmati Rice,90,1,0,89,1000,TRUE,1
120,Cooking Essentials,Tata Sampann Kala Chana,125,0,0,125,1000,TRUE,1
121,Cooking Essentials,India Gate Basmati Rice,210,0,0,210,1000,TRUE,1
122,Cooking Essentials,24 Mantra Organic Whole Wheat Atta,64,7,0,59,1000,TRUE,1
123,Munchies,Fortune Rice Bran (Pouch),225,11,6,199,1000,FALSE,1
124,Munchies,Saffola Active Oil,210,0,6,210,1000,FALSE,1
125,Munchies,Amul Pure Ghee (Pouch),505,1,2,499,1000,FALSE,1
126,Munchies,Popular Essentials Toor Dal (Un-Polished),160,6,4,149,1000,FALSE,1
127,Munchies,Amul Ghee (Tin),520,2,6,509,1000,FALSE,1
128,Munchies,Amul Fresh Cream,197,3,3,191,1000,FALSE,1
129,Munchies,Aashirvaad Multigrain Atta,64,3,2,62,1000,FALSE,1
130,Munchies,Dhara Groundnut Oil (Pouch),230,11,6,203,1000,FALSE,1
131,Munchies,Aashirvaad Select Atta,64,0,6,64,1000,FALSE,1
132,Munchies,Popular Essentials Refined Sugar,60,0,6,60,1000,FALSE,1
133,Munchies,Fortune Kachi Ghani Mustard Oil Bottle,216,7,6,199,1000,FALSE,1
134,Munchies,Gowardhan Ghee Jar,598,3,6,579,1000,FALSE,1
135,Munchies,Gowardhan Cow Ghee Pouch,579,10,6,521,1000,FALSE,1
136,Munchies,Dhara Nourish Refined Sunflower Oil Pouch,210,5,6,199,1000,FALSE,1
137,Munchies,Fortune Biriyani Special Basmati Rice,175,0,5,175,1000,FALSE,1
138,Munchies,Fortune Soya Health Refined Soybean Oil,210,1,2,206,1000,FALSE,1
139,Munchies,Dhara Life Refined Ricebran Oil (Pouch),205,7,6,190,1000,FALSE,1
140,Munchies,Pillsbury Chakki Fresh Atta,52,0,4,52,1000,FALSE,1
141,Munchies,Popular Essentials Sona Masouri Steam Rice,65,9,6,59,1000,FALSE,1
142,Munchies,24 Mantra Organic Tur Dal,260,20,6,208,1000,FALSE,1
143,Munchies,Tata Sampann Masoor Dal Stand,150,10,4,134,1000,FALSE,1
144,Munchies,Quaker Oats,199,7,6,184,1000,FALSE,1
145,Munchies,Pillsbury Multi Grain Atta,60,6,3,56,1000,FALSE,1
146,Munchies,Sundrop Super Lite Advanced - Sunflower Oil,215,0,4,215,1000,FALSE,1
147,Munchies,Popular Essentials HMT Kolam Steam,75,0,3,75,1000,FALSE,1
148,Munchies,Popular Essentials Idli Rice,60,10,4,54,1000,FALSE,1
149,Munchies,RRO Primio Refined Groundnut Oil Pet Bottle,255,6,2,239,1000,FALSE,1
150,Munchies,Popular Essentials Rice Flour,60,0,3,60,1000,FALSE,1
151,Munchies,24 Mantra Organic Brown Sona Masoori Rice,95,0,6,95,1000,FALSE,1
152,Munchies,RRO Til Dil Premium Til Oil Bottle,330,10,5,294,1000,FALSE,1
153,Munchies,Popular Essentials Bajra Whole,65,13,6,56,1000,FALSE,1
154,Munchies,24 Mantra Mustard Oil (Cold Pressed) ,350,10,6,312,1000,FALSE,1
155,Munchies,24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,390,11,5,347,1000,FALSE,1
156,Munchies,Dabur 100% Pure Honey - Worlds No.1,430,10,6,387,1000,FALSE,1
157,Fruits & Vegetables,Onion,25,16,3,21,1000,FALSE,1
158,Fruits & Vegetables,Tomato Hybrid,42,16,3,35,1000,FALSE,1
159,Fruits & Vegetables,Tender Coconut,51,15,3,43,58,FALSE,1
160,Fruits & Vegetables,Potato,35,17,3,29,1000,FALSE,1
161,Fruits & Vegetables,Watermelon ,58,15,3,49,58,FALSE,1
162,Fruits & Vegetables,Cauliflower,26,15,3,22,58,FALSE,1
163,Fruits & Vegetables,Muskmelon,42,16,3,35,58,FALSE,1
164,Fruits & Vegetables,Cabbage ,15,13,3,13,58,FALSE,1
165,Fruits & Vegetables,Bottle Gourd ,26,15,3,22,58,FALSE,1
166,Fruits & Vegetables,Coconut Big,36,16,3,30,58,FALSE,1
167,Fruits & Vegetables,Brinjal Bharta,19,15,3,16,58,FALSE,1
168,Fruits & Vegetables,Papaya,54,16,3,45,58,FALSE,1
169,Fruits & Vegetables,Dragon Fruit Imported,70,15,3,59,58,FALSE,1
170,Fruits & Vegetables,Pineapple,94,15,3,79,58,FALSE,1
171,Fruits & Vegetables,Safal Frozen - Mixed Vegetables,110,4,2,105,1000,FALSE,1
172,Fruits & Vegetables,Avocado Indian Premium,177,15,3,149,58,FALSE,1
173,Fruits & Vegetables,Banana Leaf,12,16,2,10,58,FALSE,1
174,Fruits & Vegetables,Safal Frozen - Sweet Corn,160,5,0,152,1000,TRUE,1
175,Cooking Essentials,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1
176,Cooking Essentials,Tata Salt,24,0,6,24,1000,FALSE,1
177,Cooking Essentials,Fortune Sunlite Refined Sunflower (Pouch),230,4,6,219,1000,FALSE,1
178,Cooking Essentials,Fortune Rice Bran (Pouch),225,11,6,199,1000,FALSE,1
179,Cooking Essentials,Saffola Active Oil,210,0,6,210,1000,FALSE,1
180,Cooking Essentials,Amul Pure Ghee (Pouch),505,1,2,499,1000,FALSE,1
181,Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),160,6,4,149,1000,FALSE,1
182,Cooking Essentials,Amul Ghee (Tin),520,2,6,509,1000,FALSE,1
183,Cooking Essentials,Amul Fresh Cream,197,3,3,191,1000,FALSE,1
184,Cooking Essentials,Aashirvaad Multigrain Atta,64,3,2,62,1000,FALSE,1
185,Cooking Essentials,Dhara Groundnut Oil (Pouch),230,11,6,203,1000,FALSE,1
186,Cooking Essentials,Tata Salt Lite,40,10,6,36,1000,FALSE,1
187,Cooking Essentials,Saffola Gold Oil (Pouch),215,0,6,215,1000,FALSE,1
188,Cooking Essentials,Aashirvaad Select Atta,64,0,6,64,1000,FALSE,1
189,Cooking Essentials,Gowardhan Ghee Jar,598,3,6,579,1000,FALSE,1
190,Cooking Essentials,Popular Essentials Refined Sugar,60,0,6,60,1000,FALSE,1
191,Cooking Essentials,Fortune Kachi Ghani Mustard Oil Bottle,216,7,6,199,1000,FALSE,1
192,Cooking Essentials,Gowardhan Cow Ghee Pouch,579,10,6,521,1000,FALSE,1
193,Cooking Essentials,Dhara Nourish Refined Sunflower Oil Pouch,210,5,6,199,1000,FALSE,1
194,Cooking Essentials,Fortune Biriyani Special Basmati Rice,175,0,5,175,1000,FALSE,1
195,Cooking Essentials,Fortune Soya Health Refined Soybean Oil,210,1,2,206,1000,FALSE,1
196,Cooking Essentials,Dhara Life Refined Ricebran Oil (Pouch),205,7,6,190,1000,FALSE,1
197,Cooking Essentials,Pillsbury Chakki Fresh Atta,52,0,4,52,1000,FALSE,1
198,Cooking Essentials,Popular Essentials Sona Masouri Steam Rice,65,9,6,59,1000,FALSE,1
199,Cooking Essentials,24 Mantra Organic Tur Dal,260,20,6,208,1000,FALSE,1
200,Cooking Essentials,Quaker Oats,199,7,6,184,1000,FALSE,1
201,Cooking Essentials,Tata Sampann Masoor Dal Stand,150,10,4,134,1000,FALSE,1
202,Cooking Essentials,Pillsbury Multi Grain Atta,60,6,3,56,1000,FALSE,1
203,Cooking Essentials,Sundrop Super Lite Advanced - Sunflower Oil,215,0,4,215,1000,FALSE,1
204,Cooking Essentials,Popular Essentials HMT Kolam Steam,75,0,3,75,1000,FALSE,1
205,Cooking Essentials,Popular Essentials Idli Rice,60,10,4,54,1000,FALSE,1
206,Cooking Essentials,RRO Primio Refined Groundnut Oil Pet Bottle,255,6,2,239,1000,FALSE,1
207,Cooking Essentials,Popular Essentials Rice Flour,60,0,3,60,1000,FALSE,1
208,Cooking Essentials,24 Mantra Organic Brown Sona Masoori Rice,95,0,6,95,1000,FALSE,1
209,Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,330,10,5,294,1000,FALSE,1
210,Cooking Essentials,Popular Essentials Bajra Whole,65,13,6,56,1000,FALSE,1
211,Cooking Essentials,24 Mantra Mustard Oil (Cold Pressed) ,350,10,6,312,1000,FALSE,1
212,Cooking Essentials,24 Mantra Sunflower Oil (Cold Pressed) Pet Bottle,390,11,5,347,1000,FALSE,1
213,Cooking Essentials,Dabur 100% Pure Honey - Worlds No.1,430,10,6,387,1000,FALSE,1
214,Cooking Essentials,Dlicia Whip Topping Bottle,235,27,5,171,1000,FALSE,1
215,Cooking Essentials,24 Mantra Groundnut Oil (Cold Pressed) Pet Bottle,410,10,6,369,1000,FALSE,1
216,Cooking Essentials,Amulya Dairy Whitener ,380,2,4,372,1000,FALSE,1
217,Cooking Essentials,Quaker Oats Pouch,276,10,6,248,1500,FALSE,1
218,Cooking Essentials,Puro Healthy Salt Crystal,135,7,6,125,1000,FALSE,1
219,Cooking Essentials,Popular Essentials Premium Jeera Rice,140,0,5,140,1000,FALSE,1
220,Cooking Essentials,Oleev Active Oil (Pouch),265,9,6,239,1000,FALSE,1
221,Cooking Essentials,Borges Canola Oil Pet Bottle,399,0,6,399,1000,FALSE,1
222,Cooking Essentials,Praakritik Organic Kapli Wheat Atta,165,10,6,147,1000,FALSE,1
223,Cooking Essentials,Madhur Sugar,60,6,0,56,1000,TRUE,1
224,Cooking Essentials,Aashirvaad Superior MP Whole Wheat Atta,53,1,0,52,1000,TRUE,1
225,Cooking Essentials,Fortune Soyabean Oil,210,13,0,181,1000,TRUE,1
226,Cooking Essentials,Aashirvaad Iodised Salt ,22,13,0,19,1000,TRUE,1
227,Cooking Essentials,Fortune Besan Flour,120,0,0,120,1000,TRUE,1
228,Cooking Essentials,Popular Essentials Sona Masouri Raw Rice,75,0,0,75,1000,TRUE,1
229,Cooking Essentials,Daawat Rozana Super Basmati Rice,79,0,0,79,1000,TRUE,1
230,Cooking Essentials,Patanjali Cow's Ghee,565,0,0,565,1000,TRUE,1
231,Cooking Essentials,Daawat Super Basmati Rice,185,8,0,169,1000,TRUE,1
232,Beverages,Epigamia Almond Milk Unsweetened Dairy Free,300,33,4,199,1000,FALSE,1
233,Beverages,Dlicia Whip Topping Bottle,235,27,5,171,1000,FALSE,1
234,Beverages,Amulya Dairy Whitener ,380,2,4,372,1000,FALSE,1
235,Beverages,Amul Taaza Toned Homogenised Milk,66,3,0,64,1000,TRUE,1
236,Beverages,Amul Slim Trim Skimmed Milk,75,0,0,75,1000,TRUE,1
237,Beverages,Nestle A+ Slim Milk,89,0,0,89,1000,TRUE,1
238,Packaged Food,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1
239,Packaged Food,Quaker Oats,199,7,6,184,1000,FALSE,1
240,Packaged Food,Safal Frozen - Mixed Vegetables,110,4,2,105,1000,FALSE,1
241,Packaged Food,Kellogg's Real Almond & Honey Corn Flakes,550,5,3,520,1000,FALSE,1
242,Packaged Food,Maggi Hot & Sweet - Tomato Chilli Sauce,170,10,1,153,1000,FALSE,1
243,Packaged Food,KelloggÆs Chocos Protein And Fibre Of 1 Roti,499,11,6,444,1200,FALSE,1
244,Packaged Food,Kellogg's Corn Flakes,425,9,1,383,1000,FALSE,1
245,Packaged Food,Kelloggs Chocos - Moons & Stars,660,40,4,396,1200,FALSE,1
246,Packaged Food,Quaker Oats Pouch,276,10,6,248,1500,FALSE,1
247,Packaged Food,Whiskas Adult Pocket Tuna Cat Food,410,0,1,410,1200,FALSE,1
248,Packaged Food,Bagrrys Fruit N Fibre Muesli - Strawberry,595,0,1,595,1000,FALSE,1
249,Packaged Food,Bagrry's Fruit Fibre Muesli Mixed Fruit ,595,0,5,595,1000,FALSE,1
250,Packaged Food,Safal Frozen - Sweet Corn,160,5,0,152,1000,TRUE,1
251,Packaged Food,Yummiez Green Peas,250,0,0,250,1000,TRUE,1
252,Ice Cream & Desserts,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1
253,Ice Cream & Desserts,Quaker Oats,199,7,6,184,1000,FALSE,1
254,Ice Cream & Desserts,Safal Frozen - Mixed Vegetables,110,4,2,105,1000,FALSE,1
255,Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,550,5,3,520,1000,FALSE,1
256,Ice Cream & Desserts,Maggi Hot & Sweet - Tomato Chilli Sauce,170,10,1,153,1000,FALSE,1
257,Ice Cream & Desserts,KelloggÆs Chocos Protein And Fibre Of 1 Roti,499,11,6,444,1200,FALSE,1
258,Ice Cream & Desserts,Kellogg's Corn Flakes,425,9,1,383,1000,FALSE,1
259,Ice Cream & Desserts,Kelloggs Chocos - Moons & Stars,660,40,4,396,1200,FALSE,1
260,Ice Cream & Desserts,Quaker Oats Pouch,276,10,6,248,1500,FALSE,1
261,Ice Cream & Desserts,Whiskas Adult Pocket Tuna Cat Food,410,0,1,410,1200,FALSE,1
262,Ice Cream & Desserts,Bagrrys Fruit N Fibre Muesli - Strawberry,595,0,1,595,1000,FALSE,1
263,Ice Cream & Desserts,Bagrry's Fruit Fibre Muesli Mixed Fruit ,595,0,5,595,1000,FALSE,1
264,Ice Cream & Desserts,Safal Frozen - Sweet Corn,160,5,0,152,1000,TRUE,1
265,Ice Cream & Desserts,Yummiez Green Peas,250,0,0,250,1000,TRUE,1
266,Chocolates & Candies,iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1
267,Chocolates & Candies,Quaker Oats,199,7,6,184,1000,FALSE,1
268,Chocolates & Candies,Safal Frozen - Mixed Vegetables,110,4,2,105,1000,FALSE,1
269,Chocolates & Candies,Kellogg's Real Almond & Honey Corn Flakes,550,5,3,520,1000,FALSE,1
270,Chocolates & Candies,Maggi Hot & Sweet - Tomato Chilli Sauce,170,10,1,153,1000,FALSE,1
271,Chocolates & Candies,KelloggÆs Chocos Protein And Fibre Of 1 Roti,499,11,6,444,1200,FALSE,1
272,Chocolates & Candies,Kellogg's Corn Flakes,425,9,1,383,1000,FALSE,1
273,Chocolates & Candies,Kelloggs Chocos - Moons & Stars,660,40,4,396,1200,FALSE,1
274,Chocolates & Candies,Quaker Oats Pouch,276,10,6,248,1500,FALSE,1
275,Chocolates & Candies,Whiskas Adult Pocket Tuna Cat Food,410,0,1,410,1200,FALSE,1
276,Chocolates & Candies,Bagrrys Fruit N Fibre Muesli - Strawberry,595,0,1,595,1000,FALSE,1
277,Cooking Essentials,Borges Extra Light Olive Oil Bottle ,2600,46,6,1399,2000,FALSE,2
278,Cooking Essentials,RRO Primio Refined Groundnut (Jar),490,11,6,436,2000,FALSE,2
279,Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,102,7,4,94,2000,FALSE,2
280,Cooking Essentials,Saffola Gold Refined Cooking Oil (Jar),485,7,6,449,2000,FALSE,2
281,Fruits & Vegetables,Pear Green Imported,82,15,3,69,116,FALSE,2
282,Fruits & Vegetables,Guava Thai,70,15,3,59,116,FALSE,2
283,Fruits & Vegetables,Orange,54,16,3,45,116,FALSE,2
284,Fruits & Vegetables,Bell Peppers Red & Yellow ,118,16,3,99,116,FALSE,2
285,Fruits & Vegetables,Pomegranate ,106,16,3,89,116,FALSE,2
286,Fruits & Vegetables,Sweet Lime,30,16,3,25,116,FALSE,2
287,Fruits & Vegetables,Sweet Corn,36,16,3,30,116,FALSE,2
288,Munchies,Pillsbury Atta/Godihittu - Chakki Fresh,102,7,4,94,2000,FALSE,2
289,Munchies,Saffola Gold Refined Cooking Oil (Jar),485,7,6,449,2000,FALSE,2
290,Munchies,RRO Primio Refined Groundnut (Jar),490,11,6,436,2000,FALSE,2
291,Munchies,Borges Extra Light Olive Oil Bottle ,2600,46,6,1399,2000,FALSE,2
292,Personal Care,Bombay Shaving Company Sensitive Cartridges,375,0,2,375,116,FALSE,2
293,Personal Care,Gillete Mach3 ,260,10,6,234,116,FALSE,2
294,Personal Care,Gillette Mach 3 Start,249,0,6,249,116,FALSE,2
295,Health & Hygiene,Bombay Shaving Company Sensitive Cartridges,375,0,2,375,116,FALSE,2
296,Health & Hygiene,Vicks Inhaler with Keychain,105,9,4,95,116,FALSE,2
297,Home & Cleaning,Scotch-Brite Scrub Sponge Ideal For Dishwash Liquid,65,9,0,59,116,TRUE,2
298,Home & Cleaning,Chakaachak Power Scrub (Pack of 2),42,2,6,41,116,FALSE,2
299,Home & Cleaning,Ariel Matic Top Load Detergent Washing Powder,499,0,1,499,2000,FALSE,2
300,Home & Cleaning,Eveready Ultima Alkaline Battery AAA,68,0,6,68,116,FALSE,2
301,Home & Cleaning,Surf Excel Matic Front Load Detergent Powder,530,4,6,507,2000,FALSE,2
302,Home & Cleaning,Tide Plus Extra Power Lemon & Mint Detergent Powder,215,1,6,211,2000,FALSE,2
303,Home & Cleaning,Genteel Liquid Detegrent,320,0,6,320,2000,FALSE,2
304,Home & Cleaning,Chakaachak Sponge Scrubber (Pack of 2),45,2,6,44,116,FALSE,2
305,Home & Cleaning,Origami Kitchen Towels 2 In 1 Quilted 2ply,140,10,6,126,116,FALSE,2
306,Paan Corner,Bombay Shaving Company Sensitive Cartridges,375,0,2,375,116,FALSE,2
307,Paan Corner,Gillette Mach 3 Start,249,0,6,249,116,FALSE,2
